10,19,41,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.986,41.334,41.124,41.502,40.41,41.13,41.268,40.728,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.3984416887,31.2929007916,31.1873598945,31.0818189974,58.839074934,55.8839298153,54.3008163588,54.1952754617,
10,19,46,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.986,41.334,41.118,41.496,40.41,41.13,41.268,40.722,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.5039825858,31.6095234828,31.5039825858,31.1873598945,58.4169113456,55.7783889182,54.6174390501,53.8786527704,
10,19,51,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.98,41.328,41.112,41.49,40.404,41.124,41.262,40.716,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.6095234828,31.6095234828,31.6095234828,31.1873598945,58.6279931398,56.0950116095,54.6174390501,54.0897345646,
10,19,56,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.968,41.316,41.106,41.484,40.392,41.112,41.256,40.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.820605277,31.2929007916,31.6095234828,31.2929007916,59.0501567282,56.2005525066,54.6174390501,54.0897345646,
10,20,1,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.956,41.31,41.1,41.472,40.38,41.106,41.244,40.698,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.9261461741,31.1873598945,31.7150643799,31.3984416887,59.2612385224,56.0950116095,54.9340617414,54.3008163588,
10,20,6,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.95,41.304,41.088,41.466,40.374,41.1,41.238,40.692,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.820605277,31.2929007916,31.9261461741,31.3984416887,59.4723203166,56.0950116095,55.1451435356,54.4063572559,
10,20,11,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.944,41.298,41.082,41.46,40.368,41.094,41.232,40.686,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.9261461741,31.5039825858,32.1372279683,31.3984416887,59.4723203166,56.2005525066,55.2506844327,54.3008163588,
10,20,16,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.944,41.292,41.076,41.448,40.368,41.088,41.226,40.674,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.7150643799,31.3984416887,32.2427688654,31.3984416887,59.1556976253,56.4116343008,55.3562253298,54.511898153,
10,20,21,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.95,41.286,41.07,41.442,40.374,41.082,41.22,40.668,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.6095234828,31.5039825858,32.3483097625,31.5039825858,58.7335340369,56.2005525066,55.1451435356,54.7229799472,
10,20,26,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.968,41.292,41.064,41.436,40.392,41.088,41.214,40.662,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.9762781003,31.5039825858,32.4538506596,31.820605277,58.4169113456,55.9894707124,55.0396026385,54.8285208443,
10,20,31,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.974,41.292,41.064,41.43,40.398,41.088,41.214,40.656,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.7651963061,31.3984416887,32.2427688654,31.9261461741,58.2058295515,55.7783889182,54.9340617414,54.9340617414,
10,20,36,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,40.992,41.304,41.076,41.436,40.416,41.1,41.226,40.662,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.659655409,30.9762781003,31.7150643799,31.7150643799,57.4670432718,55.2506844327,54.4063572559,54.4063572559,
10,20,41,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.016,41.322,41.094,41.448,40.44,41.118,41.244,40.674,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0264100264,30.0264100264,31.0818189974,31.1873598945,56.7282569921,54.7229799472,54.1952754617,53.1398664908,
10,20,46,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.028,41.34,41.112,41.466,40.452,41.136,41.262,40.692,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.7097873351,29.3931646438,30.2374918206,30.5541145119,56.4116343008,54.1952754617,53.5620300792,52.7177029024,
10,20,51,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.046,41.352,41.13,41.478,40.47,41.148,41.28,40.698,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.8153282322,29.2876237467,29.8153282322,30.2374918206,56.4116343008,54.1952754617,53.6675709763,52.7177029024,
10,20,56,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.064,41.364,41.148,41.484,40.482,41.16,41.292,40.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.604246438,29.1820828496,29.4987055409,30.0264100264,56.5171751979,54.3008163588,53.350948285,52.8232437995,
10,21,1,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.064,41.37,41.154,41.484,40.488,41.16,41.304,40.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.604246438,29.1820828496,29.2876237467,29.7097873351,57.2559614776,54.6174390501,53.350948285,52.8232437995,
10,21,6,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.064,41.364,41.154,41.484,40.494,41.154,41.304,40.71,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0264100264,29.4987055409,29.604246438,29.9208691293,57.1504205805,55.0396026385,53.9841936675,53.5620300792,
10,21,11,0.0,nan,nan,0.0,0.0,0.0,nan,0.0,41.07,41.364,41.148,41.478,40.494,41.154,41.298,40.704,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.1319509235,30.0264100264,30.1319509235,30.4485736148,57.1504205805,54.9340617414,54.511898153,54.1952754617,
